2025-05-10 12:40:23,577 | INFO | logs | User:Système | Action:création | Object:centre#1 | Nouvelle action utilisateur
2025-05-24 12:12:52,789 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #5 - test2a | Centre supprimé (pré-delete)
2025-05-24 12:27:06,400 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #1 - Nanterre | Centre supprimé (pré-delete)
2025-05-24 12:27:06,400 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #2 - Meudon1 | Centre supprimé (pré-delete)
2025-05-24 12:27:06,400 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #3 - P"aris | Centre supprimé (pré-delete)
2025-05-24 12:27:06,400 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #4 - test | Centre supprimé (pré-delete)
2025-05-24 12:27:06,400 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #5 - test2a | Centre supprimé (pré-delete)
2025-05-24 12:27:12,902 | INFO | centres_signals | User:system | Action:création | Object:Centre #6 - Nanterre | Nouveau centre créé
2025-05-30 20:07:58,491 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre1 | Centre mis à jour
2025-06-01 14:50:35,115 | INFO | centres_signals | User:system | Action:création | Object:Centre #7 - centre test | Nouveau centre créé
2025-06-01 17:42:41,254 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 17:42:44,180 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 17:42:47,648 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 17:52:13,336 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 17:52:15,228 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 17:52:19,039 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:07:18,523 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:10:07,048 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:10:08,364 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:10:09,302 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:10:09,644 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:10:09,996 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 19:14:48,787 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 20:09:45,711 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 20:09:47,525 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 20:09:48,707 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 20:15:49,893 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 20:15:54,218 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 22:38:53,330 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 23:11:52,416 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 23:36:54,122 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 23:37:12,864 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-01 23:58:21,494 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-01 23:58:32,373 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 00:01:36,483 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:25:43,287 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:42:01,518 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:42:02,996 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:42:06,695 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:42:08,233 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:42:25,478 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:44:15,360 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 17:47:24,817 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:51:37,031 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:51:52,259 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:54:12,158 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:54:28,236 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:58:09,247 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 17:58:33,994 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 18:00:22,457 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 18:02:05,067 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 18:03:34,402 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-02 18:03:43,490 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 18:58:29,769 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 18:58:46,232 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:02:34,359 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:02:46,589 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:02:50,605 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:09:25,028 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:09:31,543 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:09:42,910 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:09:45,894 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:09:46,653 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:10:55,057 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:18:18,824 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-02 19:18:23,204 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-03 17:10:41,761 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-03 17:10:45,348 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-03 17:11:02,728 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-03 17:21:09,974 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-03 17:21:27,209 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-03 23:06:37,207 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - centre test | Centre mis à jour
2025-06-07 09:57:48,560 | INFO | centres_signals | User:system | Action:modification | Object:Centre #6 - Nanterre | Centre mis à jour
2025-06-07 09:58:02,516 | INFO | centres_signals | User:system | Action:modification | Object:Centre #7 - Meudon | Centre mis à jour
2025-06-07 09:58:18,125 | INFO | centres_signals | User:system | Action:création | Object:Centre #8 - Centre test | Nouveau centre créé
2025-06-07 19:18:54,163 | INFO | centres_signals | User:system | Action:modification | Object:Centre #8 - Centre test | Centre mis à jour
2025-06-07 19:18:58,391 | INFO | centres_signals | User:system | Action:modification | Object:Centre #8 - Centre test | Centre mis à jour
2025-06-07 19:21:32,816 | INFO | centres_signals | User:system | Action:modification | Object:Centre #8 - Centre test | Centre mis à jour
2025-06-07 19:23:59,303 | INFO | centres_signals | User:system | Action:création | Object:Centre #9 - test2 | Nouveau centre créé
2025-06-07 21:17:21,298 | INFO | centres_signals | User:system | Action:modification | Object:Centre #9 - test2 | Centre mis à jour
2025-06-08 10:22:48,574 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #9 - test2 | Centre supprimé (pré-delete)
2025-06-08 10:23:09,195 | INFO | centres_signals | User:system | Action:création | Object:Centre #10 - test1 | Nouveau centre créé
2025-06-08 10:23:24,015 | INFO | centres_signals | User:system | Action:modification | Object:Centre #10 - test2 | Centre mis à jour
2025-06-08 10:26:29,996 | INFO | centres_signals | User:system | Action:modification | Object:Centre #8 - Centre test | Centre mis à jour
2025-06-08 10:26:35,544 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #10 - test2 | Centre supprimé (pré-delete)
2025-06-08 10:26:49,390 | INFO | centres_signals | User:system | Action:création | Object:Centre #11 - test1 | Nouveau centre créé
2025-06-19 17:14:36,237 | INFO | centres_signals | User:system | Action:modification | Object:Centre #8 - Centre test | Centre mis à jour
2025-06-19 17:14:49,265 | INFO | centres_signals | User:system | Action:création | Object:Centre #12 - test | Nouveau centre créé
2025-06-19 17:15:00,266 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #12 - test | Centre supprimé (pré-delete)
2025-06-19 18:29:33,595 | INFO | centres_signals | User:system | Action:création | Object:Centre #13 - paris | Nouveau centre créé
2025-06-19 23:23:59,078 | INFO | centres_signals | User:system | Action:modification | Object:Centre #8 - Centre test | Centre mis à jour
2025-06-19 23:24:20,126 | INFO | centres_signals | User:system | Action:création | Object:Centre #14 - le pecq | Nouveau centre créé
2025-06-19 23:24:26,831 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #14 - le pecq | Centre supprimé (pré-delete)
2025-06-20 16:43:16,038 | INFO | centres_signals | User:system | Action:création | Object:Centre #15 - marly | Nouveau centre créé
2025-06-22 22:37:13,877 | INFO | centres_signals | User:system | Action:suppression | Object:Centre #15 - marly | Centre supprimé (pré-delete)
2025-07-11 16:32:04,900 | INFO | centres_signals | User:system | Action:création | Object:Centre #1 - Meudon | Nouveau centre créé
2025-07-11 16:32:14,044 | INFO | centres_signals | User:system | Action:création | Object:Centre #2 - Nanterre | Nouveau centre créé
2025-07-11 16:32:24,455 | INFO | centres_signals | User:system | Action:création | Object:Centre #3 - Paris | Nouveau centre créé
2025-07-12 09:46:34,113 | INFO | centres_signals | User:system | Action:création | Object:Centre #1 - Nanterre | Nouveau centre créé
2025-07-12 09:47:02,790 | INFO | centres_signals | User:system | Action:création | Object:Centre #2 - Meudon | Nouveau centre créé
2025-07-12 09:47:10,966 | INFO | centres_signals | User:system | Action:création | Object:Centre #3 - Paris | Nouveau centre créé
